customer_id,customer_past_returns,customer_past_chargebacks,product_category,item_price,quantity,order_value,payment_method,payment_attempts,order_date,delivery_days,delivery_date,billing_country,shipping_country,address_mismatch,is_returned,days_to_return,return_date,is_chargeback
3391,1,0,apparel,2977.625298870017,4,11910.501195480068,upi,2,2025-07-12,10,2025-07-22,India,India,0,1,5.0,2025-07-27,0
2515,2,0,books,360.18679652234084,2,720.3735930446817,upi,1,2025-01-23,10,2025-02-02,India,India,0,0,,,0
4485,10,1,apparel,2778.0327562207362,4,11112.131024882945,upi,2,2025-09-23,3,2025-09-26,USA,USA,0,0,,,0
3853,0,0,apparel,484.30577871821276,2,968.6115574364255,debit_card,2,2025-03-25,10,2025-04-04,India,India,0,0,,,0
3433,4,0,apparel,2813.671039594741,1,2813.671039594741,credit_card,1,2025-09-25,7,2025-10-02,India,India,0,0,,,0
2215,1,0,apparel,2547.390273249081,1,2547.390273249081,upi,2,2025-12-17,5,2025-12-22,India,India,0,1,14.0,2026-01-05,0
1955,3,0,groceries,80.37076146117951,1,80.37076146117951,netbanking,1,2025-02-10,3,2025-02-13,India,India,0,1,3.0,2025-02-16,0
3324,0,0,groceries,482.3687924285637,3,1447.1063772856912,credit_card,1,2025-04-29,2,2025-05-01,India,India,0,0,,,0
2184,0,0,home_furniture,1493.6547467314037,4,5974.618986925615,credit_card,1,2025-02-25,3,2025-02-28,India,India,0,0,,,0
1459,0,0,apparel,2987.8658531298106,1,2987.8658531298106,debit_card,1,2025-07-25,3,2025-07-28,India,India,0,0,,,0
4385,1,0,home_furniture,8842.958089383637,2,17685.916178767275,upi,1,2025-02-06,7,2025-02-13,India,India,0,0,,,0
1021,1,0,home_furniture,13412.38363240743,1,13412.38363240743,upi,1,2025-12-30,3,2026-01-02,India,India,0,0,,,0
3300,1,0,apparel,932.3145520204444,4,3729.2582080817774,upi,1,2025-06-03,5,2025-06-08,India,India,0,0,,,0
1747,1,0,electronics,46753.07569471004,2,93506.15138942008,credit_card,1,2025-07-26,6,2025-08-01,India,India,0,1,4.0,2025-08-05,0
3904,1,0,books,401.5914973934188,1,401.5914973934188,netbanking,1,2025-09-15,4,2025-09-19,India,India,0,0,,,0
4632,4,1,groceries,427.31118058833283,4,1709.2447223533313,cod,1,2025-09-14,3,2025-09-17,India,India,0,0,,,0
1474,1,0,books,446.06010553548816,2,892.1202110709763,credit_card,1,2025-03-28,4,2025-04-01,India,India,0,0,,,0
2082,1,1,groceries,720.6092887435243,1,720.6092887435243,upi,2,2025-09-16,2,2025-09-18,UAE,UAE,0,0,,,0
3558,1,0,electronics,1908.1035852558402,1,1908.1035852558402,upi,2,2025-01-03,7,2025-01-10,India,India,0,0,,,0
4753,1,0,apparel,1914.161250345828,4,7656.645001383312,upi,1,2025-06-06,7,2025-06-13,India,India,0,0,,,0
3047,1,0,groceries,95.9154058540703,1,95.9154058540703,upi,1,2025-01-22,10,2025-02-01,India,UK,1,0,,,0
4547,4,0,apparel,1755.8467168969014,4,7023.386867587606,cod,1,2025-01-14,7,2025-01-21,India,UK,1,0,,,0
3747,1,0,groceries,713.9331081640623,1,713.9331081640623,upi,1,2025-02-26,5,2025-03-03,India,India,0,0,,,0
1975,0,0,books,366.8017639500512,2,733.6035279001024,credit_card,1,2025-07-10,4,2025-07-14,Singapore,Singapore,0,1,1.0,2025-07-15,0
2806,1,0,groceries,528.1636248976988,1,528.1636248976988,upi,1,2025-03-17,4,2025-03-21,India,India,0,0,,,0
1189,0,0,home_furniture,14260.36631927106,3,42781.09895781318,debit_card,1,2025-06-22,3,2025-06-25,India,India,0,0,,,0
4005,4,0,electronics,1470.2784736984208,1,1470.2784736984208,debit_card,1,2025-06-09,5,2025-06-14,India,India,0,0,,,0
3734,0,0,groceries,509.1383501373516,4,2036.5534005494064,credit_card,1,2025-05-12,7,2025-05-19,India,India,0,0,,,0
4005,3,2,groceries,1036.4310185390577,1,1036.4310185390577,credit_card,1,2025-09-19,5,2025-09-24,India,India,0,0,,,0
1562,2,0,home_furniture,3469.340375349726,3,10408.021126049178,cod,1,2025-12-23,10,2026-01-02,India,India,0,0,,,0
2899,0,0,groceries,862.5591985698499,2,1725.1183971396997,upi,1,2025-02-07,14,2025-02-21,India,India,0,0,,,0
4638,2,0,apparel,756.1189069033243,3,2268.3567207099727,cod,1,2025-05-30,5,2025-06-04,India,India,0,0,,,0
2267,0,0,home_furniture,3517.856598711492,2,7035.713197422984,netbanking,1,2025-10-22,6,2025-10-28,India,India,0,0,,,0
3879,3,0,groceries,1169.8061387994476,3,3509.4184163983427,credit_card,1,2025-01-20,3,2025-01-23,India,India,0,1,10.0,2025-02-02,0
2528,0,0,apparel,1019.6184539130718,3,3058.8553617392154,credit_card,1,2025-01-08,2,2025-01-10,India,Singapore,1,0,,,0
4202,0,0,groceries,594.8652224811648,3,1784.5956674434942,debit_card,1,2025-10-10,7,2025-10-17,India,India,0,0,,,0
4556,0,0,books,903.0198721874668,2,1806.0397443749337,upi,1,2025-06-01,5,2025-06-06,India,India,0,0,,,0
4890,1,0,groceries,310.3034207873157,1,310.3034207873157,upi,2,2025-04-01,14,2025-04-15,USA,USA,0,0,,,0
1646,3,0,electronics,27055.114045310023,4,108220.4561812401,upi,2,2025-03-25,2,2025-03-27,Singapore,Singapore,0,0,,,0
3068,0,0,books,1109.6016301411294,1,1109.6016301411294,cod,1,2025-04-16,6,2025-04-22,India,India,0,0,,,0
3888,2,0,books,709.2095013163375,3,2127.6285039490126,cod,1,2025-07-21,3,2025-07-24,India,India,0,1,6.0,2025-07-30,0
3214,3,0,groceries,120.82636160397267,2,241.65272320794534,credit_card,1,2025-12-06,4,2025-12-10,India,India,0,0,,,0
2297,1,0,apparel,1892.1826416281988,2,3784.3652832563976,netbanking,2,2025-07-22,4,2025-07-26,India,India,0,1,16.0,2025-08-11,0
3435,0,0,apparel,543.4141786888741,1,543.4141786888741,netbanking,1,2025-03-06,2,2025-03-08,India,India,0,0,,,0
1600,3,0,groceries,459.08058362826046,2,918.1611672565209,upi,1,2025-08-05,7,2025-08-12,India,India,0,0,,,0
3363,2,0,books,1034.6426158778627,2,2069.2852317557254,debit_card,1,2025-12-29,2,2025-12-31,India,India,0,0,,,0
3061,0,0,apparel,329.8866457852684,3,989.6599373558051,credit_card,1,2025-03-17,10,2025-03-27,India,India,0,0,,,0
1241,1,0,electronics,4773.652124566461,2,9547.304249132922,credit_card,1,2025-03-02,5,2025-03-07,India,India,0,1,3.0,2025-03-10,0
3041,2,0,apparel,1281.0831474370016,2,2562.166294874003,debit_card,3,2025-03-22,3,2025-03-25,India,India,0,0,,,0
3824,2,0,groceries,1499.1240258540568,3,4497.3720775621705,upi,1,2025-05-07,5,2025-05-12,India,India,0,0,,,0
4417,4,0,apparel,1088.0325463939766,1,1088.0325463939766,upi,1,2025-11-14,10,2025-11-24,India,India,0,0,,,0
3612,2,0,apparel,724.6414705872843,4,2898.565882349137,debit_card,1,2025-07-29,6,2025-08-04,India,India,0,0,,,0
3945,1,2,apparel,1783.4397586902721,4,7133.7590347610885,debit_card,1,2025-03-31,3,2025-04-03,India,India,0,0,,,0
2363,2,0,groceries,802.9197812770849,4,3211.6791251083396,credit_card,1,2025-03-12,3,2025-03-15,India,USA,1,0,,,0
3139,10,0,electronics,23031.35983301304,1,23031.35983301304,credit_card,2,2025-09-09,2,2025-09-11,India,India,0,0,,,0
2390,1,0,apparel,2855.965130515962,2,5711.930261031924,cod,1,2025-05-20,6,2025-05-26,India,India,0,0,,,0
4003,0,0,home_furniture,5962.912733535115,3,17888.738200605345,credit_card,2,2025-11-24,3,2025-11-27,India,India,0,0,,,0
2478,1,0,apparel,1091.9754190073088,1,1091.9754190073088,credit_card,1,2025-05-21,6,2025-05-27,India,India,0,0,,,0
4499,3,0,electronics,7872.591597967124,4,31490.366391868494,credit_card,1,2025-12-10,2,2025-12-12,India,India,0,0,,,0
3556,0,0,home_furniture,14097.116349365419,2,28194.232698730837,upi,1,2025-07-15,6,2025-07-21,UAE,UAE,0,0,,,0
1775,0,0,electronics,16747.104082946375,4,66988.4163317855,upi,2,2025-09-27,4,2025-10-01,India,India,0,0,,,0
1034,0,1,groceries,1213.973424916196,4,4855.893699664784,upi,2,2025-09-04,7,2025-09-11,India,India,0,0,,,0
3253,1,0,apparel,2923.7462689068843,4,11694.985075627537,upi,1,2025-04-14,4,2025-04-18,India,India,0,1,1.0,2025-04-19,0
4152,2,0,books,148.05376618965118,1,148.05376618965118,credit_card,1,2025-11-19,3,2025-11-22,India,India,0,0,,,0
2955,1,0,electronics,49662.97261284811,2,99325.94522569622,debit_card,1,2025-08-11,5,2025-08-16,India,India,0,0,,,0
2585,0,0,books,379.51464899279284,4,1518.0585959711714,upi,1,2025-04-03,3,2025-04-06,India,India,0,0,,,0
4943,2,0,apparel,1434.2979645872242,1,1434.2979645872242,upi,1,2025-09-25,2,2025-09-27,India,India,0,1,1.0,2025-09-28,0
4459,6,0,electronics,39109.42437014192,3,117328.27311042575,credit_card,3,2025-07-16,7,2025-07-23,India,India,0,0,,,0
4073,2,0,books,831.8642563532569,3,2495.592769059771,upi,1,2025-09-26,6,2025-10-02,India,India,0,0,,,0
2021,0,0,home_furniture,15679.51995628003,1,15679.51995628003,debit_card,3,2025-07-05,2,2025-07-07,India,India,0,0,,,0
4461,0,0,apparel,1559.0964424409185,3,4677.2893273227555,upi,1,2025-02-24,10,2025-03-06,India,India,0,0,,,0
3613,3,0,books,1107.67378643015,4,4430.6951457206,upi,1,2025-03-27,3,2025-03-30,India,India,0,0,,,0
2129,0,1,apparel,2432.8401745937977,1,2432.8401745937977,upi,1,2025-04-16,6,2025-04-22,India,UK,1,1,5.0,2025-04-27,0
4843,1,0,groceries,498.38056437883034,1,498.38056437883034,debit_card,2,2025-06-27,2,2025-06-29,India,India,0,1,1.0,2025-06-30,0
4893,0,0,apparel,2860.8965976416516,3,8582.689792924955,debit_card,1,2025-04-30,4,2025-05-04,India,India,0,0,,,0
2500,0,0,groceries,1443.5285804682137,2,2887.0571609364274,netbanking,2,2025-02-06,3,2025-02-09,India,India,0,0,,,0
1702,0,0,electronics,21337.624232080467,3,64012.8726962414,upi,2,2025-02-13,5,2025-02-18,India,India,0,0,,,0
3449,0,0,apparel,2060.293317566495,4,8241.17327026598,upi,2,2025-01-11,3,2025-01-14,India,India,0,0,,,0
3777,0,0,apparel,2499.875045077539,2,4999.750090155078,debit_card,1,2025-01-09,4,2025-01-13,India,India,0,1,1.0,2025-01-14,0
2579,0,0,apparel,2506.7119355529076,2,5013.423871105815,upi,1,2025-09-24,2,2025-09-26,India,India,0,0,,,0
1161,1,0,home_furniture,775.4091214697689,4,3101.6364858790757,credit_card,1,2025-02-13,10,2025-02-23,India,India,0,0,,,0
1201,2,0,home_furniture,12765.765844407559,2,25531.531688815117,cod,1,2025-07-18,7,2025-07-25,India,India,0,0,,,0
2981,0,0,books,1171.0692271956668,1,1171.0692271956668,cod,1,2025-06-09,2,2025-06-11,India,India,0,0,,,0
1995,1,0,apparel,924.6372990496621,2,1849.2745980993243,cod,1,2025-10-04,14,2025-10-18,India,India,0,0,,,0
3317,0,0,electronics,39984.83409966999,2,79969.66819933998,debit_card,1,2025-12-15,10,2025-12-25,India,India,0,0,,,0
4934,0,0,groceries,824.6590505616246,3,2473.9771516848737,debit_card,1,2025-03-29,5,2025-04-03,India,India,0,0,,,0
1815,0,0,home_furniture,4818.669117208775,1,4818.669117208775,credit_card,1,2025-06-19,4,2025-06-23,India,India,0,0,,,0
4342,4,0,electronics,3500.860730115805,4,14003.44292046322,netbanking,1,2025-10-07,7,2025-10-14,India,India,0,0,,,0
1455,1,0,books,935.9138821187084,1,935.9138821187084,credit_card,1,2025-08-20,7,2025-08-27,India,India,0,0,,,0
4533,1,1,home_furniture,6671.1718157341265,2,13342.343631468253,upi,2,2025-06-04,4,2025-06-08,India,India,0,0,,,0
4798,1,0,books,513.1446308716152,3,1539.4338926148455,debit_card,2,2025-02-14,6,2025-02-20,India,India,0,0,,,0
2275,4,0,apparel,1610.1238437723298,4,6440.495375089319,credit_card,1,2025-01-07,7,2025-01-14,India,India,0,1,6.0,2025-01-20,0
2016,0,0,apparel,1669.426238022532,4,6677.704952090128,credit_card,1,2025-08-07,7,2025-08-14,India,India,0,0,,,0
4773,0,0,electronics,11103.093271550142,2,22206.186543100284,netbanking,1,2025-05-18,14,2025-06-01,Singapore,Singapore,0,0,,,0
3343,0,0,groceries,1022.4308857732829,1,1022.4308857732829,netbanking,1,2025-04-15,7,2025-04-22,India,India,0,0,,,0
4796,1,0,apparel,2169.8579458808586,3,6509.573837642576,debit_card,1,2025-05-11,5,2025-05-16,India,India,0,0,,,0
3767,0,0,apparel,684.2124961479574,1,684.2124961479574,credit_card,1,2025-01-31,7,2025-02-07,India,India,0,0,,,0
4820,2,1,books,686.2004939038394,1,686.2004939038394,netbanking,1,2025-02-11,3,2025-02-14,UAE,UAE,0,1,6.0,2025-02-20,0
1337,0,0,electronics,30853.70806313736,4,123414.83225254944,credit_card,2,2025-02-15,3,2025-02-18,India,India,0,0,,,0
1878,0,0,apparel,802.8791671807894,1,802.8791671807894,credit_card,1,2025-01-04,3,2025-01-07,India,India,0,0,,,0
2076,4,1,groceries,1346.9700834675064,1,1346.9700834675064,netbanking,3,2025-11-18,4,2025-11-22,India,India,0,0,,,1
1791,0,0,groceries,750.0974987041682,4,3000.3899948166727,netbanking,2,2025-03-26,5,2025-03-31,India,India,0,0,,,0
4993,0,0,books,226.53119343261886,4,906.1247737304755,credit_card,1,2025-10-30,3,2025-11-02,India,India,0,0,,,0
3264,0,0,apparel,1202.869679577226,1,1202.869679577226,credit_card,1,2025-06-29,4,2025-07-03,India,India,0,0,,,0
1763,2,0,groceries,741.5926499982481,4,2966.3705999929925,credit_card,1,2025-06-13,5,2025-06-18,USA,USA,0,0,,,0
3235,1,0,groceries,64.7090219670207,3,194.1270659010621,upi,2,2025-08-04,3,2025-08-07,USA,USA,0,1,2.0,2025-08-09,0
1379,1,0,apparel,386.15666438317993,3,1158.4699931495397,debit_card,2,2025-05-11,2,2025-05-13,India,India,0,1,4.0,2025-05-17,0
1492,1,1,books,161.0726548416797,1,161.0726548416797,credit_card,2,2025-07-02,2,2025-07-04,India,India,0,0,,,0
4112,1,1,electronics,27368.62606907223,2,54737.25213814446,cod,1,2025-02-15,5,2025-02-20,India,India,0,0,,,0
2180,0,0,apparel,1207.4381298413073,4,4829.752519365229,upi,1,2025-08-11,10,2025-08-21,India,India,0,0,,,0
3062,0,0,electronics,44762.098354743976,2,89524.19670948795,netbanking,1,2025-03-15,4,2025-03-19,India,India,0,0,,,0
4884,2,1,apparel,1809.9314552880146,4,7239.725821152058,credit_card,1,2025-05-19,4,2025-05-23,India,India,0,1,3.0,2025-05-26,0
1064,2,0,apparel,2351.72008781646,4,9406.88035126584,cod,1,2025-08-26,2,2025-08-28,India,India,0,0,,,0
4928,2,0,books,855.8464944305796,1,855.8464944305796,netbanking,2,2025-02-28,10,2025-03-10,India,India,0,0,,,0
4910,0,0,apparel,1704.8659635418587,3,5114.597890625576,debit_card,1,2025-11-15,7,2025-11-22,India,India,0,0,,,0
3568,1,0,home_furniture,15022.04857541993,2,30044.09715083986,credit_card,1,2025-12-21,4,2025-12-25,USA,USA,0,0,,,0
2367,2,0,groceries,839.8232691582069,3,2519.4698074746207,credit_card,1,2025-01-27,7,2025-02-03,India,India,0,0,,,0
2152,0,0,apparel,1340.7320240142162,3,4022.1960720426487,debit_card,1,2025-09-07,4,2025-09-11,India,India,0,0,,,0
3027,2,0,apparel,1476.6730477706506,2,2953.346095541301,credit_card,3,2025-08-01,4,2025-08-05,UK,UK,0,0,,,0
3695,0,0,groceries,1265.826942338628,4,5063.307769354512,credit_card,3,2025-01-31,5,2025-02-05,India,India,0,0,,,1
2495,5,0,groceries,866.7466592791429,2,1733.4933185582859,credit_card,1,2025-03-26,3,2025-03-29,India,India,0,0,,,0
4134,4,0,apparel,1318.6996000382521,3,3956.098800114756,netbanking,2,2025-09-09,7,2025-09-16,India,India,0,0,,,0
2162,1,0,apparel,785.3065092828699,2,1570.6130185657398,upi,1,2025-04-18,3,2025-04-21,India,India,0,0,,,0
2522,3,0,books,644.8936264218759,1,644.8936264218759,credit_card,1,2025-09-04,14,2025-09-18,India,India,0,0,,,0
3640,0,0,apparel,981.4910957376817,4,3925.9643829507268,debit_card,3,2025-11-24,10,2025-12-04,India,India,0,1,5.0,2025-12-09,0
1391,0,0,books,1151.137865941207,4,4604.551463764828,upi,1,2025-10-11,3,2025-10-14,India,India,0,0,,,0
2698,1,0,groceries,761.9240227440779,2,1523.8480454881558,debit_card,3,2025-01-22,5,2025-01-27,India,India,0,0,,,0
1418,4,0,electronics,1438.4654205735987,4,5753.861682294395,upi,1,2025-12-12,4,2025-12-16,India,India,0,0,,,0
3336,0,0,apparel,550.7684116350804,4,2203.0736465403215,upi,1,2025-04-21,5,2025-04-26,USA,USA,0,0,,,0
1378,3,0,apparel,1067.6761276184648,3,3203.0283828553943,debit_card,2,2025-07-19,3,2025-07-22,India,India,0,0,,,0
2796,2,0,books,201.37912586814213,3,604.1373776044263,debit_card,1,2025-07-29,6,2025-08-04,India,India,0,0,,,0
4561,0,2,apparel,2713.698008837584,4,10854.792035350336,credit_card,1,2025-05-02,4,2025-05-06,India,India,0,1,5.0,2025-05-11,0
3278,2,0,apparel,2606.749230361433,4,10426.996921445732,netbanking,2,2025-04-13,2,2025-04-15,India,India,0,0,,,0
4065,0,0,groceries,1457.7491878712972,3,4373.2475636138915,upi,1,2025-03-03,6,2025-03-09,India,India,0,1,1.0,2025-03-10,0
3088,2,0,apparel,2207.4571587282862,4,8829.828634913145,netbanking,1,2025-04-22,10,2025-05-02,India,India,0,0,,,0
4099,3,2,electronics,32627.76276438878,4,130511.05105755512,credit_card,1,2025-12-06,2,2025-12-08,India,India,0,0,,,0
3182,0,0,books,1115.8463016853543,3,3347.538905056063,cod,1,2025-10-01,7,2025-10-08,India,USA,1,0,,,0
1200,2,0,electronics,47373.26409550989,3,142119.79228652967,upi,1,2025-01-29,5,2025-02-03,India,India,0,0,,,0
2863,2,0,home_furniture,17611.012936230247,3,52833.03880869074,credit_card,1,2025-03-23,2,2025-03-25,India,India,0,0,,,0
1779,2,0,books,1047.620128201805,1,1047.620128201805,upi,1,2025-04-11,4,2025-04-15,India,India,0,0,,,0
3977,1,0,apparel,2113.5987896980655,3,6340.796369094196,upi,1,2025-07-21,4,2025-07-25,India,Singapore,1,0,,,0
4104,0,0,electronics,1078.6914147425953,4,4314.765658970381,credit_card,1,2025-03-10,3,2025-03-13,India,India,0,0,,,0
4119,0,0,electronics,22046.33546615298,3,66139.00639845894,upi,2,2025-02-03,4,2025-02-07,India,India,0,0,,,0
1502,2,0,groceries,971.7110182100539,1,971.7110182100539,cod,1,2025-12-26,4,2025-12-30,India,India,0,0,,,0
3454,1,0,apparel,1777.2439272004328,3,5331.731781601298,credit_card,2,2025-07-30,4,2025-08-03,India,India,0,1,5.0,2025-08-08,0
4645,1,0,home_furniture,16511.96928287201,3,49535.90784861603,netbanking,1,2025-06-27,2,2025-06-29,India,India,0,0,,,0
2751,1,0,groceries,1237.4083009454882,1,1237.4083009454882,upi,3,2025-02-16,5,2025-02-21,India,India,0,0,,,0
1804,0,0,electronics,30335.418463618676,2,60670.83692723735,upi,1,2025-07-25,3,2025-07-28,India,India,0,0,,,0
3146,1,1,groceries,81.89137722564233,2,163.78275445128466,netbanking,2,2025-07-11,3,2025-07-14,India,India,0,0,,,0
3731,1,0,electronics,19097.16766440117,3,57291.50299320351,upi,1,2025-12-12,3,2025-12-15,India,India,0,0,,,0
2895,1,0,books,351.6982438778213,2,703.3964877556426,debit_card,1,2025-03-11,5,2025-03-16,India,Singapore,1,0,,,0
3773,1,0,groceries,541.2427576951136,2,1082.4855153902272,upi,1,2025-02-08,10,2025-02-18,India,India,0,0,,,0
2570,2,0,apparel,1966.690167193367,4,7866.760668773468,credit_card,1,2025-12-08,7,2025-12-15,India,India,0,0,,,0
1960,2,0,apparel,479.4471372433644,4,1917.7885489734576,upi,1,2025-01-04,7,2025-01-11,India,India,0,0,,,0
4810,2,1,books,124.46625395386869,4,497.86501581547475,upi,1,2025-06-25,3,2025-06-28,India,Singapore,1,0,,,0
3660,0,1,groceries,683.4657281714414,1,683.4657281714414,debit_card,2,2025-11-16,4,2025-11-20,India,India,0,0,,,0
2485,2,0,home_furniture,15974.689728829075,2,31949.37945765815,cod,1,2025-09-07,4,2025-09-11,India,India,0,0,,,0
3690,4,0,apparel,382.88615141609,3,1148.6584542482701,upi,1,2025-11-20,4,2025-11-24,India,India,0,0,,,0
4840,0,0,apparel,2592.431179751272,1,2592.431179751272,credit_card,1,2025-02-26,3,2025-03-01,India,India,0,1,4.0,2025-03-05,0
2028,5,1,apparel,1336.4750084250213,2,2672.9500168500426,cod,1,2025-01-02,7,2025-01-09,UK,UK,0,1,1.0,2025-01-10,0
4289,4,0,groceries,221.44137197090512,3,664.3241159127153,upi,1,2025-07-31,3,2025-08-03,India,India,0,0,,,0
1502,0,0,electronics,28807.388711107003,1,28807.388711107003,upi,2,2025-01-27,4,2025-01-31,India,India,0,0,,,0
3814,2,0,apparel,2871.373515845905,4,11485.49406338362,debit_card,1,2025-01-13,4,2025-01-17,India,India,0,0,,,0
1397,2,1,groceries,836.6437036062819,3,2509.931110818846,upi,1,2025-08-15,3,2025-08-18,India,India,0,0,,,0
1870,2,1,groceries,1045.6203958896585,4,4182.481583558634,cod,1,2025-12-27,5,2026-01-01,India,India,0,0,,,0
3842,2,0,apparel,2504.337474605754,2,5008.674949211508,debit_card,2,2025-05-27,14,2025-06-10,India,India,0,1,5.0,2025-06-15,0
1392,2,0,electronics,40167.66599012357,3,120502.9979703707,debit_card,1,2025-11-25,7,2025-12-02,India,India,0,0,,,0
1206,1,0,groceries,156.02215634492254,4,624.0886253796901,debit_card,3,2025-05-19,10,2025-05-29,India,India,0,0,,,0
2038,2,0,apparel,2300.6876157234974,4,9202.75046289399,credit_card,2,2025-10-18,4,2025-10-22,India,India,0,1,3.0,2025-10-25,0
2881,0,0,apparel,2863.5138278567615,2,5727.027655713523,credit_card,2,2025-11-26,3,2025-11-29,India,India,0,0,,,0
4625,4,0,apparel,2191.7610317475587,2,4383.522063495117,upi,1,2025-10-24,2,2025-10-26,India,India,0,1,4.0,2025-10-30,0
3939,2,0,groceries,1262.842195880178,2,2525.684391760356,credit_card,1,2025-07-06,2,2025-07-08,India,India,0,0,,,1
2484,1,0,books,634.1046711122317,2,1268.2093422244634,upi,1,2025-09-19,6,2025-09-25,India,India,0,0,,,0
4762,1,0,electronics,16634.3969922707,2,33268.7939845414,credit_card,1,2025-08-19,4,2025-08-23,Singapore,Singapore,0,0,,,0
4646,1,0,apparel,2125.8459023453597,1,2125.8459023453597,cod,1,2025-01-21,5,2025-01-26,USA,USA,0,1,1.0,2025-01-27,0
1863,6,1,books,641.4199759313567,4,2565.679903725427,upi,1,2025-05-22,5,2025-05-27,India,India,0,1,3.0,2025-05-30,0
3790,2,0,home_furniture,17958.1326981309,2,35916.2653962618,upi,1,2025-02-12,14,2025-02-26,India,India,0,0,,,0
4312,0,0,groceries,1462.853854461096,4,5851.415417844384,credit_card,3,2025-11-02,6,2025-11-08,India,India,0,0,,,0
1563,4,0,home_furniture,16486.14031642551,1,16486.14031642551,upi,2,2025-06-16,14,2025-06-30,India,India,0,0,,,0
2020,1,0,groceries,1489.3854453538938,3,4468.156336061682,upi,1,2025-10-28,3,2025-10-31,India,India,0,0,,,0
1095,5,1,groceries,555.1373676717396,4,2220.5494706869586,debit_card,1,2025-04-22,3,2025-04-25,India,India,0,0,,,0
2923,1,0,electronics,44892.013558969695,4,179568.05423587878,credit_card,2,2025-03-17,4,2025-03-21,India,India,0,1,1.0,2025-03-22,0
2757,1,0,electronics,17166.747811071597,4,68666.99124428639,debit_card,1,2025-12-20,4,2025-12-24,India,India,0,0,,,1
3532,2,0,apparel,618.7028033260747,3,1856.108409978224,upi,1,2025-10-22,4,2025-10-26,India,India,0,1,2.0,2025-10-28,0
4478,4,0,books,783.5110648425936,1,783.5110648425936,upi,1,2025-06-28,7,2025-07-05,India,India,0,1,3.0,2025-07-08,0
3278,1,0,home_furniture,9372.278369083928,4,37489.11347633571,upi,1,2025-07-09,6,2025-07-15,India,India,0,1,2.0,2025-07-17,0
